Measurement #,Actual Engine Torque Static at Clutch (Nm),Air Temperature Sensor Voltage[HFM] (V),Air Temperature Sensor Voltage[ICO_DOWN] (V),Averaged Signal Voltage of Fuel Pressure Sensor (V),Battery Temperature (degree C),Blower Switch (   ),Coolant Temperature-ENG_Block (degree C),Coolant Temperature-ENG_Head (degree C),Coolant Temperature(Voltage)-ENG_Block (V),Coolant Temperature(Voltage)-ENG_Head (V),Cruise Control State (   ),Cylinder Balancing Multiple Fuel Mass Correction Value-Cyl[0] (   ),Cylinder Balancing Multiple Fuel Mass Correction Value-Cyl[1] (   ),Cylinder Balancing Multiple Fuel Mass Correction Value-Cyl[2] (   ),Cylinder Balancing Multiple Fuel Mass Correction Value-Cyl[3] (   ),Elec. Fuel Pump Relay (   ),Electrical Fuel Heater Relay Activated (   ),Engine Cooling Fan State (   ),Engine Operating State (   ),Engine Speed (rpm),Exhaust Temperature Sensor 0 Value-Upstream of the Turbo (degree C),Exhaust Temperature Sensor 0 Voltage-Upstream of the Turbo (V),Exhaust Temperature Sensor 1 Value-Upstream of Oxidation Catalyst (degree C),Exhaust Temperature Sensor 1 Voltage-Upstream of Oxidation Catalyst (V),Exhaust Temperature Sensor 2 Value-Upstream of DPF (degree C),Exhaust Temperature Sensor 2 Voltage-Upstream of DPF (V),Exhaust Temperature Sensor 3 Value-Upstream of the SCR (degree C),Exhaust Temperature Sensor 3 Voltage-Upstream of the SCR (V),Filtered Voltage from the Raw Voltage of Water in Fuel Analog Sensor (V),Fuel Correction by Injector Code-Cyl #1 (mg/stroke),Fuel Correction by Injector Code-Cyl #2 (mg/stroke),Fuel Correction by Injector Code-Cyl #3 (mg/stroke),Fuel Correction by Injector Code-Cyl #4 (mg/stroke),Fuel Pressure Set Point Value (MPa),Fuel Pressure Setpoint Maximum Limitation (MPa),Fuel Quantity (mg/stroke),Fuel Temperature Sensor (degree C),Gearbox Neutral Position Status Signal (   ),Immobilizer Status (   ),Intake Gas Temperature at HFM (degree C),Intake Gas Temperature Downstream Intercooler (degree C),Maximal Injection Time (ms),Oil Temperature (degree C),On-board Diagnosis State of the Gearbox by Gearbox Control Unit (   ),Oxygen Sensor Temperture 1 (Upstream) (degree C),Oxygen Sensor Temperture 2 (Downstream) (degree C),Position of Boost Pressure Actuator (%),Rail Pressure (MPa),Raw Voltage of Boost Pressure Sensor (V),Setpoint for the MAIN Injection Quantity (mg/stroke),Setpoint for the POST Injections Quantity[0] (mg/stroke),Setpoint for the POST Injections Quantity[1] (mg/stroke),Setpoint for the POST Injections Quantity[2] (mg/stroke),Setpoint for the PREV Injections Quantity[1] (mg/stroke),Setpoint for the PREV Injections Quantity[2] (mg/stroke),Speed Sensor Information Input State (   ),State of Charge (%),State of Function (V),State of Health (%),Status of Aftersales Particulate Filter Regeneration Process (   ),Status of Glow Control Unit (   ),Time Based Fuel Consumption (L/h),Value of Actual Absolute Brake Boost Pressure (hPa),Vehicle Speed (km/h),Voltage from Differential Pressure Sensor on EGR Valve (V),Voltage from Differential Pressure Sensor on Particulate Filter (V),Voltage Raw Value of Fuel Temperature (V)
562,117.375,2.401,1.896,2.506,24.750,ON,98.383,93.570,0.425,0.372,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2376,496.100,1.777,363.537,1.583,364.350,1.584,307.350,1.490,0,-0.608,0.912,0,-0.912,134.876,210.004,22.612,39,OFF,Learnt,21.797,32.625,8,103,0,801.500,799.812,53.784,134.900,2.445,19.292,0.908,0,0,1.100,1.448,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.870,929.254,133,1.204,1.176,1.647
563,117.625,2.402,1.896,2.496,24.750,ON,98.156,94.016,0.420,0.375,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2375,496.100,1.770,362.787,1.583,363.537,1.583,307.350,1.490,0,-0.608,0.912,0,-0.912,135.101,210.004,22.372,39,OFF,Learnt,21.773,32.625,8,103,0,799.812,799.812,53.711,135.077,2.465,18.612,1.172,0,0,1.100,1.448,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.866,929.254,133,1.260,1.155,1.647
564,113.375,2.400,1.897,2.462,24.750,ON,97.930,94.125,0.419,0.377,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2375,501.600,1.785,362.787,1.582,363.537,1.583,308.037,1.492,0,-0.608,0.912,0,-0.912,132.587,210.004,21.968,39,OFF,Learnt,21.828,32.594,8,103,0,799.812,799.812,53.717,132.422,2.429,17.944,1.440,0,0,1.100,1.448,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.859,929.254,133,1.255,1.156,1.646
565,113.750,2.400,1.899,2.463,24.750,ON,98.047,94.242,0.417,0.376,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2376,513.475,1.794,361.287,1.580,363.537,1.583,308.037,1.492,0,-0.608,0.912,0,-0.912,132.129,210.004,22.080,39,OFF,Learnt,21.828,32.531,8,103,0,799.812,801.500,53.784,132.056,2.336,18.028,1.412,0,0,1.100,1.448,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.855,929.254,133,1.233,1.163,1.646
566,109.125,2.399,1.903,2.417,24.750,ON,98.602,94.461,0.415,0.370,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2377,477.350,1.750,360.475,1.578,362.787,1.582,308.787,1.493,0,-0.608,0.912,0,-0.912,129.810,210.004,21.060,39,OFF,Learnt,21.852,32.445,8,103,0,799.812,798.812,54.352,130.035,2.333,17.148,1.636,0,0,1.100,1.444,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.852,930.497,133,1.180,1.172,1.648
567,115.375,2.399,1.904,2.463,24.750,ON,98.938,94.578,0.414,0.366,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2371,495.162,1.772,358.975,1.576,362.787,1.582,308.787,1.493,0,-0.608,0.912,0,-0.912,132.556,210.004,22.132,39,OFF,Learnt,21.852,32.414,8,103,0,801.500,799.812,54.071,132.599,2.476,18.268,1.324,0,0,1.100,1.452,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.848,930.497,133,1.208,1.161,1.646
568,122.125,2.399,1.906,2.533,24.750,ON,99.055,94.688,0.413,0.365,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2366,515.350,1.804,358.975,1.576,362.037,1.581,309.475,1.494,0,-0.608,0.912,0,-0.912,136.536,210.004,23.308,39,OFF,Learnt,21.852,32.383,8,103,0,799.812,799.812,54.285,136.456,2.452,19.944,0.864,0,0,1.100,1.452,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.844,930.497,133,1.251,1.172,1.647
569,126.750,2.399,1.907,2.582,24.750,ON,99.055,94.914,0.410,0.365,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2368,513.475,1.799,359.725,1.577,362.037,1.581,309.475,1.494,0,-0.608,0.912,0,-0.912,139.801,210.004,23.764,39,OFF,Learnt,21.852,32.352,8,103,0,799.812,799.812,55.000,139.679,2.433,21.536,0,0,0,1.100,1.456,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.848,929.254,133,1.252,1.174,1.647
570,134.875,2.399,1.910,2.628,24.750,ON,99.273,95.023,0.409,0.363,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2368,516.287,1.804,361.287,1.580,361.287,1.580,310.225,1.495,0,-0.608,0.912,0,-0.912,143.610,210.004,24.884,39,OFF,Learnt,21.852,32.266,8,103,0,799.812,799.812,55.423,143.677,2.567,22.408,0,0,0,1.100,1.456,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.855,929.254,133,1.208,1.184,1.647
571,139,2.400,1.910,2.652,24.750,ON,99.500,94.914,0.410,0.360,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2366,522.850,1.813,362.037,1.581,360.475,1.578,310.225,1.495,0,-0.608,0.912,0,-0.912,145.252,210.004,25.572,39,OFF,Learnt,21.828,32.266,8,103,0,799.812,799.812,55.495,145.374,2.654,23.104,0,0,0,1.100,1.452,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.859,929.254,132,1.232,1.182,1.647
572,147,2.400,1.913,2.703,24.750,ON,99.727,92.453,0.437,0.358,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2366,520.975,1.812,362.787,1.582,360.475,1.578,310.912,1.497,0,-0.608,0.912,0,-0.912,148.065,210.004,27.040,39,OFF,Learnt,21.828,32.203,8,103,0,799.812,799.812,54.852,148.145,2.765,24.624,0,0,0,1.100,1.452,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.866,929.254,132,1.226,1.205,1.647
573,151.125,2.401,1.912,2.723,24.750,ON,99.836,90.773,0.455,0.356,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2367,519.100,1.807,365.100,1.586,359.725,1.577,311.662,1.497,0,-0.608,0.912,0,-0.912,150.250,210.004,27.212,39,OFF,Learnt,21.797,32.234,8,104,0,799.812,799.812,54.927,150.324,2.761,24.680,0,0,0,1.100,1.452,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.873,930.497,132,1.245,1.211,1.647
574,153.250,2.404,1.912,2.737,24.750,ON,100.062,91.664,0.446,0.354,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2369,518.162,1.807,366.600,1.588,359.725,1.577,311.662,1.498,0,-0.608,0.912,0,-0.912,150.836,210.004,27.664,39,OFF,Learnt,21.750,32.234,8,104,0,799.812,799.812,54.143,150.647,2.738,25.120,0,0,0,1.100,1.452,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.880,929.254,133,1.250,1.195,1.647
575,152.750,2.404,1.910,2.735,24.750,ON,96.594,89.875,0.465,0.392,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2370,520.975,1.807,368.162,1.591,359.725,1.577,311.662,1.498,0,-0.608,0.912,0,-0.912,150.861,210.004,27.608,39,OFF,Learnt,21.750,32.266,8,103,0,799.812,799.812,55.354,150.879,2.814,25.108,0,0,0,1.100,1.452,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.888,929.254,133,1.313,1.179,1.647
576,155.750,2.405,1.909,2.742,24.750,ON,91.664,83.164,0.538,0.446,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2371,534.975,1.827,369.662,1.592,359.725,1.577,312.350,1.499,0,-0.608,0.912,0,-0.912,151.672,210.004,27.828,39,OFF,Learnt,21.727,32.297,8,103,0,799.812,799.812,54.425,151.447,2.736,25.008,0,0,0,1.100,1.452,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.902,930.497,133,1.323,1.196,1.647
577,152.875,2.407,1.908,2.736,24.750,ON,91.664,80.586,0.566,0.446,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2374,544.537,1.841,369.662,1.593,359.725,1.577,312.350,1.499,0,-0.608,0.912,0,-0.912,151.056,210.004,27.572,39,OFF,Learnt,21.680,32.320,8,103,0,799.812,799.812,54.140,150.940,2.665,24.828,0,0,0,1.100,1.452,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.909,930.497,133,1.263,1.202,1.647
578,146.500,2.407,1.907,2.707,24.750,ON,90.992,78.680,0.598,0.453,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2379,544.537,1.841,369.662,1.593,360.475,1.578,312.350,1.499,0,-0.608,0.912,0,-0.912,149.359,210.004,26.608,39,OFF,Learnt,21.680,32.352,8,103,0,799.812,799.812,54.065,149.286,2.672,24.040,0,0,0,1.096,1.444,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.913,929.254,133,1.299,1.205,1.647
579,142.250,2.406,1.908,2.681,24.750,ON,91.109,82.719,0.543,0.452,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2378,545.475,1.842,370.475,1.593,360.475,1.578,313.100,1.500,0,-0.608,0.912,0,-0.912,147.742,210.004,25.804,39,OFF,Learnt,21.703,32.320,8,103,0,798.812,798.812,54.140,148.004,2.615,23.076,0,0,0,1.100,1.448,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.916,930.497,133,1.248,1.193,1.647
580,137.125,2.407,1.909,2.649,24.750,ON,91.109,85.625,0.511,0.452,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2380,546.475,1.843,369.662,1.593,361.287,1.580,313.100,1.499,0,-0.608,0.912,0,-0.912,145.563,210.004,25.196,39,OFF,Learnt,21.680,32.297,8,103,0,799.812,801.500,53.647,145.557,2.571,22.272,0,0,0,1.100,1.448,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.920,930.497,133,1.294,1.173,1.647
581,128.875,2.407,1.909,2.599,24.750,ON,91.781,87.859,0.487,0.444,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2381,540.662,1.836,368.912,1.592,361.287,1.580,313.100,1.500,0,-0.608,0.912,0,-0.912,142.175,210.004,23.868,39,OFF,Learnt,21.680,32.297,8,102,0,798.812,799.812,54.002,142.145,2.473,21.248,0,0,0,1.100,1.448,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.924,930.497,133,1.271,1.160,1.647
582,129.375,2.405,1.912,2.599,24.750,ON,91.445,88.984,0.475,0.448,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2377,538.725,1.833,368.162,1.591,362.037,1.581,312.350,1.499,0,-0.608,0.912,0,-0.912,141.547,210.004,23.944,39,OFF,Learnt,21.727,32.234,8,103,0,799.812,799.812,54.431,141.425,2.491,21.344,0,0,0,1.100,1.448,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.927,930.497,133,1.219,1.180,1.647
583,126.500,2.405,1.914,2.573,24.750,ON,91.109,89.992,0.464,0.452,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2377,520.037,1.809,367.412,1.589,362.787,1.582,312.350,1.499,0,-0.608,0.912,0,-0.912,140.369,210.004,23.540,39,OFF,Learnt,21.727,32.172,8,103,0,798.812,799.812,54.215,140.302,2.513,20.940,0,0,0,1.100,1.448,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.934,930.497,133,1.272,1.167,1.648
584,127.750,2.405,1.917,2.580,24.750,ON,91.555,90.992,0.453,0.447,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2372,519.100,1.803,365.850,1.588,362.787,1.582,312.350,1.499,0,-0.608,0.912,0,-0.912,140.387,210.004,23.712,39,OFF,Learnt,21.727,32.117,8,103,0,799.812,799.812,54.703,140.424,2.466,21.160,0,0,0,1.100,1.448,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.938,930.497,133,1.266,1.169,1.646
585,128.750,2.405,1.920,2.592,24.750,ON,92.227,91.891,0.443,0.439,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2372,528.475,1.820,365.100,1.587,363.537,1.583,312.350,1.499,0,-0.608,0.912,0,-0.912,140.881,210.004,24.056,39,OFF,Learnt,21.727,32.023,8,103,0,799.812,799.812,54.710,140.735,2.546,21.540,0,0,0,1.100,1.452,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.942,930.497,133,1.262,1.174,1.646
586,130.625,2.406,1.921,2.605,24.750,ON,93.125,92.898,0.432,0.430,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2376,530.350,1.823,365.100,1.586,363.537,1.583,312.350,1.499,0,-0.608,0.912,0,-0.912,142.285,210.004,24.100,39,OFF,Learnt,21.703,31.992,8,103,0,799.812,799.812,54.425,142.291,2.573,21.556,0,0,0,1.100,1.452,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.945,930.497,133,1.273,1.168,1.647
587,130.625,2.407,1.924,2.606,24.750,ON,94.016,93.570,0.425,0.420,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2370,534.975,1.829,365.100,1.586,363.537,1.583,312.350,1.499,0,-0.608,0.912,0,-0.912,142.261,210.004,24.084,39,OFF,Learnt,21.680,31.930,8,103,0,799.812,799.812,54.855,142.255,2.537,21.556,0,0,0,1.100,1.452,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.949,930.497,133,1.208,1.179,1.647
588,135.125,2.406,1.925,2.630,24.750,ON,95.023,94.461,0.415,0.409,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2373,527.537,1.819,365.100,1.586,363.537,1.583,312.350,1.498,0,-0.608,0.912,0,-0.912,143.897,210.004,24.808,39,OFF,Learnt,21.703,31.906,8,103,0,799.812,799.812,53.926,144.129,2.594,22.284,0,0,0,1.100,1.452,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.952,929.254,133,1.211,1.205,1.647
589,131.750,2.407,1.927,2.615,24.750,ON,95.586,95.133,0.408,0.403,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2372,523.787,1.814,365.850,1.587,363.537,1.583,312.350,1.499,0,-0.608,0.912,0,-0.912,142.920,210.004,24.292,39,OFF,Learnt,21.680,31.844,8,103,0,799.812,799.812,54.138,142.999,2.579,21.768,0,0,0,1.100,1.452,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.960,930.497,133,1.287,1.183,1.646
590,132,2.407,1.927,2.617,24.750,ON,96.258,95.359,0.405,0.396,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2374,532.225,1.823,365.850,1.587,363.537,1.583,311.662,1.498,0,-0.608,0.912,0,-0.912,142.816,210.004,24.292,39,OFF,Learnt,21.680,31.844,8,103,0,799.812,799.812,54.216,142.841,2.457,21.748,0,0,0,1.100,1.452,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.963,930.497,133,1.212,1.182,1.647
591,132.375,2.408,1.931,2.621,24.750,ON,96.922,93.570,0.425,0.388,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2372,534.975,1.827,366.600,1.588,363.537,1.583,311.662,1.498,0,-0.608,0.912,0,-0.912,142.957,210.004,24.560,39,OFF,Learnt,21.656,31.750,8,103,0,799.812,799.812,54.498,142.609,2.524,22.380,0,0,0,1.100,1.452,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.967,929.254,133,1.278,1.173,1.646
592,136.875,2.408,1.932,2.641,24.750,ON,97.820,91.781,0.444,0.378,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2371,547.475,1.843,367.412,1.589,363.537,1.583,311.662,1.498,0,-0.608,0.912,0,-0.912,144.629,210.004,25.076,39,OFF,Learnt,21.656,31.727,8,103,0,799.812,799.812,53.648,144.635,2.483,22.572,0,0,0,1.100,1.452,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.970,930.497,133,1.237,1.178,1.647
593,133.875,2.408,1.934,2.625,24.750,ON,98.266,92.336,0.438,0.374,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2373,542.600,1.838,367.412,1.589,363.537,1.583,311.662,1.498,0,-0.608,0.912,0,-0.912,143.646,210.004,24.580,39,OFF,Learnt,21.656,31.695,8,103,0,798.812,799.812,54.001,143.543,2.578,22.036,0,0,0,1.100,1.452,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.974,930.497,133,1.284,1.166,1.646
594,135.625,2.408,1.934,2.641,24.750,ON,98.492,93.008,0.431,0.371,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2372,555.225,1.854,368.162,1.589,362.787,1.582,311.662,1.498,0,-0.608,0.912,0,-0.912,143.939,210.004,25.116,39,OFF,Learnt,21.656,31.695,8,103,0,799.812,799.812,54.143,143.927,2.589,22.688,0,0,0,1.100,1.452,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.978,930.497,133,1.213,1.193,1.646
595,138.625,2.408,1.935,2.654,24.750,ON,98.602,93.680,0.424,0.370,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2372,562.975,1.864,368.162,1.591,363.537,1.582,311.662,1.498,0,-0.608,0.912,0,-0.912,145.386,210.004,25.400,39,OFF,Learnt,21.656,31.664,8,103,0,799.812,799.812,54.070,145.404,2.529,22.876,0,0,0,1.100,1.452,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.981,930.497,133,1.217,1.193,1.647
596,135.875,2.408,1.932,2.645,24.750,ON,98.492,94.016,0.420,0.371,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2370,557.162,1.857,368.912,1.592,362.787,1.582,311.662,1.498,0,-0.608,0.912,0,-0.912,144.971,210.004,25.116,39,OFF,Learnt,21.656,31.727,8,103,0,798.812,799.812,54.573,144.928,2.526,22.856,0,0,0,1.100,1.452,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.988,930.497,133,1.293,1.165,1.644
597,145.500,2.410,1.936,2.693,24.750,ON,98.047,94.242,0.417,0.376,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2367,549.412,1.851,369.662,1.593,363.537,1.583,311.662,1.498,0,-0.608,0.912,0,-0.912,147.736,210.004,26.548,39,OFF,Learnt,21.625,31.633,8,103,0,799.812,799.812,53.357,147.705,2.565,24.060,0,0,0,1.100,1.452,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.992,930.497,133,1.223,1.213,1.646
598,143.250,2.410,1.935,2.676,24.750,ON,98.383,94.461,0.415,0.372,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2371,560.100,1.860,370.475,1.594,363.537,1.583,311.662,1.498,0,-0.608,0.912,0,-0.912,147.315,210.004,26.168,39,OFF,Learnt,21.625,31.664,8,103,0,799.812,798.812,62.392,147.382,2.495,23.564,0,0,0,1.100,1.452,CAN and Hardwired,82.812,9.550,99.609,0,OFF,7.996,930.497,133,1.278,1.193,1.646
599,144.125,2.411,1.934,2.493,24.750,ON,98.828,94.352,0.416,0.367,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2372,813.537,2.145,373.600,1.598,363.537,1.583,311.662,1.498,0,-0.608,0.912,0,-0.912,136.078,210.004,27.840,39,OFF,Learnt,21.602,31.695,8,103,0,790.688,799.812,52.367,136.340,2.463,19.120,0,20.428,0,1.400,1.300,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.024,930.497,133,1.299,1.129,1.647
600,145.375,2.410,1.941,2.466,24.750,ON,99.164,94.352,0.416,0.364,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2374,684.475,1.929,404.600,1.643,363.537,1.583,311.662,1.498,0,-0.608,0.912,0,-0.912,133.185,210.004,27.844,39,OFF,Learnt,21.625,31.516,8,103,0,801.500,789.438,54.135,133.295,2.458,19.716,0,17.868,0,1.400,1.300,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.050,930.497,133,1.281,1.128,1.647
601,141.750,2.408,1.954,2.448,24.750,ON,99.164,94.461,0.415,0.364,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2373,709.475,2.040,434.225,1.685,364.350,1.584,311.662,1.497,0,-0.608,0.912,0,-0.912,131.696,210.004,27.508,39,OFF,Learnt,21.656,31.180,8,103,0,801.500,801.500,54.785,131.537,2.502,19.776,0,18.016,0,1.400,1.300,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.075,930.497,133,1.270,1.127,1.647
602,142.125,2.408,1.962,2.453,24.750,ON,99.391,94.578,0.414,0.361,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2375,670.037,1.990,455.537,1.718,365.850,1.586,310.912,1.497,0,-0.608,0.912,0,-0.912,131.732,210.004,27.508,39,OFF,Learnt,21.656,31,8,103,0,801.500,801.500,54.283,131.836,2.493,19.872,0,17.648,0,1.400,1.300,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.100,930.497,133,1.168,1.157,1.647
603,141.875,2.408,1.973,2.454,24.750,ON,99.500,94.688,0.413,0.360,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2376,684.475,2.003,472.912,1.743,367.412,1.589,310.912,1.497,0,-0.608,0.912,0,-0.912,131.848,210.004,27.524,39,OFF,Learnt,21.656,30.734,8,103,0,801.500,799.812,53.716,132.184,2.552,19.744,0,18.032,0,1.400,1.300,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.147,930.497,133,1.172,1.160,1.647
604,137.125,2.410,1.984,2.432,24.750,ON,99.609,94.797,0.411,0.359,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2375,698.100,2.019,486.162,1.763,370.475,1.593,310.912,1.497,0,-0.608,0.912,0,-0.912,130.011,210.004,27.064,39,OFF,Learnt,21.625,30.461,8,103,0,799.812,801.500,53.505,130.237,2.640,19.840,0,17.484,0,1.400,1.300,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.168,930.497,133,1.172,1.169,1.647
605,141.125,2.408,1.992,2.450,24.750,ON,99.945,94.914,0.410,0.355,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2371,709.475,2.032,499.787,1.781,375.162,1.602,310.912,1.497,0,-0.608,0.912,0,-0.912,131.482,210.004,27.468,39,OFF,Learnt,21.656,30.250,8,104,0,799.812,799.812,53.143,131.500,2.600,19.728,0,17.872,0,1.400,1.300,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.190,930.497,133,1.266,1.117,1.646
606,140.875,2.408,2.003,2.445,24.750,ON,100.281,95.023,0.409,0.352,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2372,715.350,2.039,508.912,1.793,381.475,1.611,310.912,1.497,0,-0.608,0.912,0,-0.912,131.476,210.004,27.416,39,OFF,Learnt,21.656,29.984,8,103,0,799.812,799.812,53.149,131.574,2.576,19.656,0,17.916,0,1.400,1.300,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.212,930.497,133,1.177,1.162,1.648
607,140.750,2.408,2.012,2.614,24.750,ON,95.922,89.766,0.466,0.399,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2372,718.912,2.043,518.162,1.807,391.725,1.626,310.912,1.497,0,-0.608,0.912,0,-0.912,140.686,210.004,25.888,39,OFF,Learnt,21.656,29.797,8,104,0,813.125,821.750,51.723,139.691,2.604,23.324,0,0,0,1.104,1.448,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.233,930.497,133,1.179,1.176,1.648
608,141.125,2.411,2.019,2.668,24.750,ON,91.664,83.836,0.531,0.446,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2374,660.162,1.985,502.475,1.788,405.412,1.647,310.912,1.497,0,-0.608,0.912,0,-0.912,146.631,210.004,25.860,39,OFF,Learnt,21.602,29.641,8,104,0,796.750,798.812,52.075,146.729,2.651,23.324,0,0,0,1.100,1.448,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.237,930.497,133,1.296,1.166,1.648
609,140.875,2.412,2.015,2.669,24.750,ON,91.664,80.922,0.563,0.446,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2372,605.037,1.920,482.662,1.760,420.850,1.669,310.912,1.497,0,-0.608,0.912,0,-0.912,146.771,210.004,25.864,39,OFF,Learnt,21.578,29.719,8,104,0,797.750,798.812,52.222,146.600,2.604,23.336,0,0,0,1.100,1.452,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.244,930.497,133,1.305,1.178,1.648
